214179_s_at
225504_at
202864_s_at
224806_at
1552427_at
213579_s_at
AFFX-HUMISGF3A/M97935_MA_at
210200_at
244466_at
208384_s_at
AFFX-HUMISGF3A/M97935_MB_at
215933_s_at
212418_at
214592_s_at
214427_at
1558236_at
230760_at
222921_s_at
202446_s_at
1562305_x_at
1558237_x_at
226315_at
219336_s_at
238763_at
210756_s_at
209761_s_at
219849_at
206096_at
238483_at
236371_s_at
242020_s_at
240430_at
215990_s_at
217192_s_at
243196_s_at
202164_s_at
235773_at
235688_s_at
213130_at
227328_at
205408_at
220938_s_at
227531_at
202927_at
238346_s_at
219837_s_at
225031_at
200759_x_at
215092_s_at
203674_at
223799_at
228926_s_at
218348_s_at
215451_s_at
1555349_a_at
218735_s_at
220292_at
203568_s_at
241602_at
1552794_a_at
212704_at
242214_at
202162_s_at
201211_s_at
218555_at
219741_x_at
1558586_at
206700_s_at
205842_s_at
37943_at
221626_at
202858_at
208012_x_at
1557331_at
242497_at
1569039_s_at
1561892_at
222652_s_at
1562303_at
1566362_at
228803_at
208965_s_at
244704_at
243648_at
205585_at
229664_at
214216_s_at
1566363_at
203567_s_at
229089_at
217707_x_at
217370_x_at
226897_s_at
203957_at
208595_s_at
209766_at
235508_at
1555384_a_at
225493_at
201073_s_at
228765_at
226898_s_at
212487_at
237289_at
203056_s_at
226255_at
1553221_at
206142_at
211825_s_at
230393_at
209762_x_at
1553112_s_at
211536_x_at
214900_at
210011_s_at
228631_s_at
203604_at
231699_at
243213_at
211537_x_at
240642_at
215707_s_at
210017_at
222439_s_at
212116_at
207757_at
214354_x_at
226672_s_at
219019_at
219548_at
207629_s_at
217862_at
221143_at
234920_at
211450_s_at
223410_s_at
1559881_s_at
230790_x_at
204010_s_at
223916_s_at
210290_at
213073_at
239040_at
212257_s_at
218422_s_at
224711_at
201056_at
216072_at
202526_at
221092_at
209814_at
204327_s_at
235414_at
239198_at
1569283_at
211071_s_at
210971_s_at
235398_at
223650_s_at
223980_s_at
223345_at
208960_s_at
1558111_at
203848_at
228484_s_at
219765_at
1554577_a_at
201702_s_at
219077_s_at
206521_s_at
201908_at
225964_at
220201_at
208392_x_at
218497_s_at
213218_at
234300_s_at
1554678_s_at
205322_s_at
228562_at
235009_at
242707_at
208991_at
1554433_a_at
205497_at
208620_at
201861_s_at
241365_at
1552562_at
235461_at
213494_s_at
209422_at
203322_at
234937_x_at
218554_s_at
232968_at
232864_s_at
216361_s_at
229537_at
200607_s_at
203346_s_at
1556058_s_at
238819_at
225565_at
1554721_a_at
207186_s_at
241827_at
208966_x_at
214513_s_at
218312_s_at
239250_at
205878_at
238005_s_at
204139_x_at
202453_s_at
230380_at
233827_s_at
230421_at
212993_at
206470_at
218902_at
230718_at
201183_s_at
218917_s_at
212332_at
212420_at
201856_s_at
235459_at
211989_at
201248_s_at
201502_s_at
AFFX-HUMISGF3A/M97935_5_at
210570_x_at
1569107_s_at
218494_s_at
226724_s_at
204651_at
224925_at
232008_s_at
201338_x_at
204366_s_at
200856_x_at
201394_s_at
1554021_a_at
232103_at
207253_s_at
206652_at
209733_at
227069_at
1569385_s_at
213124_at
1554890_a_at
226715_at
223566_s_at
218858_at
208328_s_at
225992_at
243345_at
237061_at
220391_at
215547_at
231090_s_at
238484_s_at
202642_s_at
238109_at
230211_at
1563321_s_at
204312_x_at
218071_s_at
1556059_s_at
233852_at
220266_s_at
213446_s_at
221905_at
218762_at
222670_s_at
217665_at
200049_at
1562267_s_at
1555628_a_at
35846_at
211297_s_at
229022_at
242218_at
227636_at
205760_s_at
232162_at
1558995_at
242758_x_at
235109_at
213763_at
227847_at
242864_at
213286_at
237426_at
200679_x_at
1565818_s_at
218364_at
209060_x_at
235687_at
225844_at
207957_s_at
1556743_at
212118_at
215855_s_at
219345_at
244752_at
242508_at
217294_s_at
1552634_a_at
225050_at
210284_s_at
242911_at
203366_at
224190_x_at
203291_at
201990_s_at
235726_at
229732_at
232604_at
1558733_at
212171_x_at
242499_at
214447_at
226201_at
211862_x_at
233082_at
215222_x_at
204516_at
208545_x_at
218457_s_at
216321_s_at
218559_s_at
243076_x_at
215091_s_at
202924_s_at
203693_s_at
204182_s_at
209494_s_at
1553103_at
1568900_a_at
208961_s_at
1553725_s_at
217938_s_at
224587_at
203470_s_at
220748_s_at
212616_at
228795_at
228630_at
205340_at
206675_s_at
208087_s_at
201152_s_at
238145_at
205514_at
219925_at
230056_at
222663_at
229687_s_at
229123_at
210599_at
211773_s_at
1729_at
1555166_a_at
210306_at
200956_s_at
211310_at
206968_s_at
214215_s_at
215720_s_at
219571_s_at
225077_at
204003_s_at
210828_s_at
200670_at
33148_at
207627_s_at
218263_s_at
211022_s_at
49327_at
201473_at
201901_s_at
223946_at
201084_s_at
216711_s_at
230715_at
210336_x_at
40569_at
230613_at
1565717_s_at
212429_s_at
209341_s_at
213452_at
206038_s_at
244428_at
212920_at
1554045_at
205628_at
214499_s_at
238364_x_at
222028_at
242463_x_at
230437_s_at
230052_s_at
239406_at
214904_at
213578_at
215424_s_at
244006_at
213015_at
228920_at
235160_at
1554824_at
211698_at
227205_at
1557701_s_at
211826_s_at
210786_s_at
212612_at
1560981_a_at
225937_at
1565588_at
211832_s_at
206147_x_at
211988_at
219848_s_at
233324_at
202431_s_at
201209_at
214908_s_at
201997_s_at
222115_x_at
223282_at
213527_s_at
240429_at
239838_at
242719_at
1555425_x_at
236117_at
1555594_a_at
208762_at
221776_s_at
222407_s_at
225654_at
1564662_at
213743_at
1553612_at
223792_at
225390_s_at
206544_x_at
208633_s_at
219123_at
207769_s_at
229368_s_at
214139_at
209579_s_at
212550_at
203218_at
224837_at
224838_at
210792_x_at
214754_at
234991_at
235939_at
226852_at
240030_at
218506_x_at
233354_at
1565436_s_at
222536_s_at
1554248_at
229752_at
1567015_at
227513_s_at
208485_x_at
214047_s_at
203081_at
227346_at
223135_s_at
211251_x_at
235366_at
212824_at
209463_s_at
205089_at
201449_at
210319_x_at
221645_s_at
1561039_a_at
215714_s_at
210780_at
240005_at
207007_at
201866_s_at
203731_s_at
223714_at
238534_at
200047_s_at
234464_s_at
226408_at
242443_at
1569366_a_at
236295_s_at
213445_at
204195_s_at
242989_at
242706_s_at
223111_x_at
212152_x_at
213051_at
227264_at
1556472_s_at
234653_at
215889_at
1554821_a_at
200055_at
204249_s_at
219221_at
209257_s_at
223341_s_at
235388_at
226367_at
206127_at
212758_s_at
203938_s_at
208777_s_at
200056_s_at
220671_at
218508_at
230145_at
203258_at
211317_s_at
235112_at
203079_s_at
219195_at
225137_at
214894_x_at
242776_at
203506_s_at
205928_at
1559266_s_at
236551_at
1552724_at
221784_at
1569073_x_at
224466_s_at
211965_at
1569194_at
208414_s_at
203805_s_at
230063_at
205004_at
217635_s_at
206365_at
232873_at
235231_at
222611_s_at
241912_at
230185_at
228439_at
208467_at
224206_x_at
211797_s_at
220704_at
213885_at
1553528_a_at
1557719_at
201101_s_at
225262_at
1565866_a_at
207394_at
227824_at
222357_at
235702_at
228722_at
219595_at
239007_at
232940_s_at
210944_s_at
231836_at
215292_s_at
1553703_at
239101_at
232909_s_at
1565816_at
221480_at
222624_s_at
209571_at
200940_s_at
244024_at
204999_s_at
218543_s_at
243948_at
202725_at
220616_at
212520_s_at
214258_x_at
202617_s_at
222135_at
228571_at
204391_x_at
209102_s_at
241738_at
219711_at
231049_at
227466_at
211014_s_at
233899_x_at
210966_x_at
224648_at
231939_s_at
221753_at
214794_at
200857_s_at
211352_s_at
218527_at
204768_s_at
228538_at
227430_at
210563_x_at
217663_at
1553247_a_at
238189_at
210249_s_at
1559856_s_at
201993_x_at
235859_at
37872_at
1569701_at
207304_at
220610_s_at
213920_at
228138_at
241876_at
205641_s_at
231904_at
206332_s_at
218222_x_at
1554637_a_at
203091_at
212208_at
214670_at
37860_at
223035_s_at
216208_s_at
1558372_at
228955_at
1552554_a_at
218860_at
218943_s_at
235271_s_at
202040_s_at
210793_s_at
226197_at
203730_s_at
1553587_a_at
237510_at
209189_at
206182_at
236253_at
209193_at
210530_s_at
207690_at
229184_at
241499_at
205323_s_at
209969_s_at
244267_at
227362_at
201072_s_at
209262_s_at
213517_at
217120_s_at
222755_s_at
206838_at
229353_s_at
201507_at
220358_at
211280_s_at
209381_x_at
210581_x_at
201987_at
243439_at
212452_x_at
213283_s_at
206572_x_at
241193_at
1555423_at
208492_at
224754_at
213203_at
229861_at
226509_at
216445_at
205188_s_at
206589_at
212964_at
213376_at
208315_x_at
223492_s_at
208670_s_at
220625_s_at
207348_s_at
201182_s_at
227536_at
209055_s_at
235810_at
209239_at
204254_s_at
218326_s_at
226194_at
225097_at
223589_at
204562_at
203248_at
217802_s_at
225527_at
223925_s_at
223680_at
227595_at
244315_at
235653_s_at
210281_s_at
35254_at
202261_at
212442_s_at
201833_at
227670_at
223413_s_at
230218_at
235444_at
223283_s_at
213876_x_at
222318_at
207680_x_at
209106_at
216091_s_at
212764_at
214761_at
225289_at
202597_at
1552633_at
212078_s_at
216015_s_at
206648_at
218401_s_at
235430_at
229237_s_at
202213_s_at
202216_x_at
208627_s_at
215511_at
227537_s_at
210620_s_at
225296_at
210564_x_at
209816_at
214732_at
209105_at
225452_at
201151_s_at
233884_at
225382_at
209282_at
212330_at
204181_s_at
200867_at
227120_at
224993_at
235268_at
203782_s_at
242560_at
212079_s_at
240191_at
222815_at
233288_at
210734_x_at
213731_s_at
209357_at
204205_at
238454_at
204742_s_at
223934_at
207968_s_at
221538_s_at
228015_s_at
222414_at
36129_at
236155_at
222793_at
222527_s_at
214813_at
226807_at
214692_s_at
225416_at
229753_at
218259_at
225231_at
204211_x_at
1562245_a_at
209242_at
1553685_s_at
222573_s_at
1568594_s_at
216433_s_at
228813_at
210053_at
206543_at
201329_s_at
236605_at
202360_at
238960_s_at
227132_at
235404_at
201845_s_at
228806_at
209523_at
202355_s_at
226231_at
238421_at
1555436_a_at
225856_at
217373_x_at
37152_at
208174_x_at
226486_at
208081_s_at
224066_s_at
239491_at
230542_at
221752_at
228358_at
219163_at
1554231_a_at
224227_s_at
224469_s_at
219715_s_at
204216_s_at
242621_at
205446_s_at
229847_at
203497_at
238733_at
33760_at
209088_s_at
215419_at
218042_at
200779_at
1553286_at
1552798_a_at
210866_s_at
225346_at
1554628_at
244581_at
235605_at
1569316_at
224518_s_at
242302_at
226967_at
206854_s_at
216309_x_at
220355_s_at
216350_s_at
1554822_at
1555832_s_at
205062_x_at
219751_at
226426_at
1557700_at
209067_s_at
202638_s_at
1558816_at
238577_s_at
242919_at
229943_at
1570534_a_at
225116_at
1553704_x_at
211452_x_at
208987_s_at
223915_at
224815_at
206219_s_at
208518_s_at
219635_at
231950_at
201824_at
1553536_at
206036_s_at
235242_at
1554153_a_at
241428_x_at
224909_s_at
203734_at
209059_s_at
214496_x_at
1555463_a_at
230893_at
226806_s_at
242243_at
211267_at
211027_s_at
1559059_s_at
1555086_at
200829_x_at
211987_at
239197_s_at
227376_at
221913_at
242433_at
204253_s_at
241879_at
221963_x_at
211069_s_at
203297_s_at
224891_at
206862_at
221064_s_at
239230_at
215375_x_at
223403_s_at
210352_at
209838_at
208828_at
209783_at
219379_x_at
1554229_at
238076_at
225820_at
206053_at
208900_s_at
205176_s_at
224591_at
203078_at
230376_at
230742_at
208793_x_at
238043_at
239111_at
230628_at
218006_s_at
242898_at
227898_s_at
202612_s_at
206683_at
210892_s_at
213281_at
240565_at
222179_at
224016_at
232315_at
214831_at
227744_s_at
203471_s_at
208992_s_at
206919_at
222526_at
226307_at
1553011_at
231763_at
212641_at
227418_at
243295_at
201057_s_at
216262_s_at
238517_at
226250_at
1555088_x_at
1553568_a_at
235409_at
236023_at
202123_s_at
226880_at
212918_at
222016_s_at
206099_at
205017_s_at
211790_s_at
222413_s_at
230629_s_at
226148_at
233575_s_at
223953_s_at
221643_s_at
211540_s_at
216511_s_at
201996_s_at
1554742_at
210649_s_at
213584_s_at
211922_s_at
213266_at
200959_at
222628_s_at
225692_at
209107_x_at
203712_at
1557105_a_at
207233_s_at
228125_at
219495_s_at
227150_at
221691_x_at
209508_x_at
206689_x_at
235121_at
208541_x_at
234681_s_at
229454_at
219312_s_at
225980_at
34221_at
1559203_s_at
202474_s_at
212893_at
229956_at
200977_s_at
209068_at
222891_s_at
221903_s_at
229140_at
201575_at
242850_at
233015_at
213961_s_at
236872_at
1567032_s_at
202173_s_at
205855_at
225952_at
239629_at
228906_at
227090_at
206532_at
1559728_at
212167_s_at
203319_s_at
205863_at
218880_at
216997_x_at
204998_s_at
1557267_s_at
215579_at
225636_at
240294_at
202646_s_at
228093_at
207203_s_at
208979_at
1557953_at
235451_at
202618_s_at
231940_at
238800_s_at
210038_at
210218_s_at
201513_at
205091_x_at
1555337_a_at
206173_x_at
207551_s_at
242473_at
229966_at
242939_at
213719_s_at
218068_s_at
1552375_at
211851_x_at
204180_s_at
228052_x_at
212557_at
205385_at
1555193_a_at
216375_s_at
225145_at
217389_s_at
206695_x_at
214639_s_at
242665_at
222626_at
226143_at
242487_at
220608_s_at
231820_x_at
210995_s_at
204432_at
214062_x_at
225957_at
225746_at
225164_s_at
212515_s_at
218619_s_at
234111_at
229986_at
215032_at
201827_at
227674_at
202822_at
1554770_x_at
214728_x_at
228130_at
227435_at
227642_at
229842_at
222912_at
206684_s_at
225595_at
210867_at
237722_at
229265_at
216305_s_at
209192_x_at
202680_at
202531_at
1559142_at
236094_at
205080_at
219239_s_at
208351_s_at
207700_s_at
207001_x_at
226562_at
201368_at
214480_at
78330_at
206188_at
215744_at
203692_s_at
201328_at
241889_at
